TransactionID,CustomerID,ProductID,TransactionDate,Quantity,Price,Discount,TotalAmount
T00989,C070,P005,2024-06-13 04:07:55.675675674,2,1447.58,0.25,2171.37
T00990,C160,P022,2024-06-13 08:07:12.432432432,2,1572.98,0.25,2359.47
T00991,C042,P031,2024-06-13 12:06:29.189189188,4,1040.55,0.1,3745.98
T00992,C115,P042,2024-06-13 16:05:45.945945946,2,1737.46,0.2,2779.94
T00993,C107,P038,2024-06-13 20:05:02.702702702,3,1500.17,0.13,3915.44
T00994,C136,P018,2024-06-14 00:04:19.459459458,2,985.02,0.18,1615.43
T00995,C016,P030,2024-06-14 04:03:36.216216216,3,1392.9,0.01,4136.91
T00996,C082,P002,2024-06-14 08:02:52.972972972,1,1791.2,0.17,1486.7
T00997,C122,P024,2024-06-14 12:02:09.729729728,2,451.65,0.12,794.9
T00998,C077,P011,2024-06-14 16:01:26.486486486,1,1144.48,0.01,1133.04
T00999,C064,P017,2024-06-14 20:00:43.243243242,4,536.38,0.17,1780.78
T01000,C126,P041,2024-06-15 00:00:00.000000000,2,898.73,0.15,1527.84
